timestamp,cell_id,cell_type,slice_type,throughput_mbps,latency_ms,packet_loss_pct,handover_count,rsrp_dbm,rsrq_db,prb_utilization_pct,active_users,sla_compliant
2024-01-04 22:00:00,CELL_004,macro,eMBB,975.62,6.121,0.4157,2,-104.6,-5.52,71.1,47,1
2024-01-04 23:00:00,CELL_004,macro,eMBB,689.3,10.161,0.3672,0,-104.1,-7.63,57.5,50,1
2024-01-05 00:00:00,CELL_004,macro,eMBB,962.89,8.359,0.134,3,-118.6,-15.84,98.0,53,1
2024-01-05 01:00:00,CELL_004,macro,eMBB,1218.2,3.086,0.0448,2,-108.0,-14.6,100.0,74,1
2024-01-05 02:00:00,CELL_004,macro,eMBB,1072.15,11.129,0.0694,5,-71.7,-15.63,76.4,60,1
2024-01-05 03:00:00,CELL_004,macro,eMBB,690.53,13.725,0.5112,3,-100.8,-17.78,62.8,38,1
2024-01-05 04:00:00,CELL_004,macro,eMBB,451.1,11.864,0.1806,6,-96.3,-13.48,58.6,39,1
2024-01-05 05:00:00,CELL_004,macro,eMBB,1118.97,6.267,0.4757,6,-96.6,-9.17,84.9,39,1
2024-01-05 06:00:00,CELL_004,macro,eMBB,861.3,7.633,0.0041,4,-79.7,-17.12,49.3,36,1
2024-01-05 07:00:00,CELL_004,macro,eMBB,1275.35,5.678,1.1355,5,-99.4,-13.65,93.1,44,1
2024-01-05 08:00:00,CELL_004,macro,eMBB,926.82,10.8,0.6023,5,-85.2,-5.52,91.3,55,1
2024-01-05 09:00:00,CELL_004,macro,eMBB,990.08,7.999,0.1338,3,-95.8,-6.87,85.8,39,1
2024-01-05 10:00:00,CELL_004,macro,eMBB,877.56,5.445,0.3743,4,-96.4,-15.87,74.4,57,1
2024-01-05 11:00:00,CELL_004,macro,eMBB,841.51,7.99,0.7114,3,-100.3,-8.79,64.0,47,1
2024-01-05 12:00:00,CELL_004,macro,eMBB,1196.41,5.537,0.1189,5,-82.0,-20.0,95.5,53,1
2024-01-05 13:00:00,CELL_004,macro,eMBB,946.2,8.287,0.2088,2,-98.5,-14.78,60.3,48,1
2024-01-05 14:00:00,CELL_004,macro,eMBB,722.05,9.908,0.4167,0,-80.4,-15.02,55.0,42,1
2024-01-05 15:00:00,CELL_004,macro,eMBB,866.14,7.252,0.2151,6,-120.0,-19.87,92.5,39,1
2024-01-05 16:00:00,CELL_004,macro,eMBB,829.0,4.749,0.9527,1,-86.9,-13.48,59.4,40,1
2024-01-05 17:00:00,CELL_004,macro,eMBB,785.26,7.459,1.3438,1,-84.8,-11.93,86.6,42,1
2024-01-05 18:00:00,CELL_004,macro,eMBB,877.53,9.667,0.9974,5,-98.2,-15.0,56.7,36,1
2024-01-05 19:00:00,CELL_004,macro,eMBB,896.88,7.11,0.6005,1,-100.4,-8.97,71.8,41,1
2024-01-05 20:00:00,CELL_004,macro,eMBB,753.3,11.706,0.875,3,-80.5,-9.71,83.2,50,1
2024-01-05 21:00:00,CELL_004,macro,eMBB,703.33,11.253,0.2635,2,-90.1,-20.0,63.7,51,1
2024-01-05 22:00:00,CELL_004,macro,eMBB,728.4,10.135,1.1565,3,-94.7,-12.14,71.1,33,1
2024-01-05 23:00:00,CELL_004,macro,eMBB,822.34,9.834,0.1186,2,-91.2,-18.15,90.1,54,1
2024-01-06 00:00:00,CELL_004,macro,eMBB,1257.56,5.776,0.5126,2,-73.9,-12.82,78.1,65,1
2024-01-06 01:00:00,CELL_004,macro,eMBB,702.55,11.371,0.5753,3,-110.5,-20.0,70.5,45,1
2024-01-06 02:00:00,CELL_004,macro,eMBB,825.14,6.908,1.5872,3,-78.8,-17.96,68.6,32,1
2024-01-06 03:00:00,CELL_004,macro,eMBB,904.15,2.98,0.3856,3,-110.8,-3.0,70.9,73,1
2024-01-06 04:00:00,CELL_004,macro,eMBB,1140.89,2.665,0.2519,2,-88.2,-15.27,90.5,74,1
2024-01-06 05:00:00,CELL_004,macro,eMBB,696.73,9.436,0.5001,2,-96.6,-16.67,68.1,28,1
2024-01-06 06:00:00,CELL_004,macro,eMBB,782.03,4.816,0.7752,2,-110.4,-11.07,60.0,47,1
2024-01-06 07:00:00,CELL_004,macro,eMBB,1070.81,3.926,0.1554,1,-84.2,-9.95,70.8,61,1
2024-01-06 08:00:00,CELL_004,macro,eMBB,1193.65,9.703,0.0334,3,-109.2,-3.12,93.5,55,1
2024-01-06 09:00:00,CELL_004,macro,eMBB,551.02,5.429,0.4023,3,-96.7,-3.0,59.4,37,1
2024-01-06 10:00:00,CELL_004,macro,eMBB,1051.69,5.957,0.2309,1,-70.0,-11.46,89.5,56,1
2024-01-06 11:00:00,CELL_004,macro,eMBB,1095.63,8.085,0.3676,3,-92.2,-16.71,100.0,50,1
2024-01-06 12:00:00,CELL_004,macro,eMBB,918.58,9.42,0.2037,2,-91.2,-15.25,96.1,51,1
2024-01-06 13:00:00,CELL_004,macro,eMBB,873.29,10.462,0.4338,2,-113.7,-5.68,74.3,36,1
2024-01-06 14:00:00,CELL_004,macro,eMBB,771.62,7.719,0.0511,4,-117.8,-16.16,76.6,46,1
2024-01-06 15:00:00,CELL_004,macro,eMBB,536.69,9.343,0.2043,4,-70.0,-7.03,52.9,28,1
2024-01-06 16:00:00,CELL_004,macro,eMBB,854.82,6.942,0.2645,1,-86.3,-11.94,83.3,52,1
2024-01-06 17:00:00,CELL_004,macro,eMBB,932.03,7.683,0.2148,2,-95.1,-20.0,84.4,56,1
2024-01-06 18:00:00,CELL_004,macro,eMBB,973.18,5.759,1.1926,4,-114.1,-13.51,75.0,36,1
2024-01-06 19:00:00,CELL_004,macro,eMBB,702.67,8.325,0.2901,6,-118.1,-12.21,52.6,36,1
2024-01-06 20:00:00,CELL_004,macro,eMBB,823.86,7.105,0.4603,3,-105.6,-10.32,48.1,24,1
2024-01-06 21:00:00,CELL_004,macro,eMBB,789.05,9.478,0.5605,1,-110.1,-12.37,44.7,49,1
2024-01-06 22:00:00,CELL_004,macro,eMBB,680.65,10.498,0.1208,2,-90.5,-6.83,83.7,48,1
2024-01-06 23:00:00,CELL_004,macro,eMBB,868.55,5.561,0.2712,3,-104.1,-13.93,82.8,49,1
2024-01-07 00:00:00,CELL_004,macro,eMBB,670.37,6.75,0.3221,4,-72.1,-9.74,60.5,60,1
2024-01-07 01:00:00,CELL_004,macro,eMBB,855.59,12.089,0.969,4,-81.4,-18.02,89.9,42,1
2024-01-07 02:00:00,CELL_004,macro,eMBB,950.99,8.194,0.7145,3,-81.5,-12.99,52.7,40,1
2024-01-07 03:00:00,CELL_004,macro,eMBB,609.04,7.126,0.8503,2,-92.8,-12.19,67.8,46,1
2024-01-07 04:00:00,CELL_004,macro,eMBB,988.62,8.924,0.0529,5,-116.4,-18.85,100.0,48,1
2024-01-07 05:00:00,CELL_004,macro,eMBB,1119.19,6.997,0.0336,4,-87.1,-17.33,73.4,52,1
2024-01-07 06:00:00,CELL_004,macro,eMBB,755.88,9.438,2.3991,1,-88.7,-14.9,51.2,30,0
2024-01-07 07:00:00,CELL_004,macro,eMBB,873.57,6.593,0.4735,6,-79.0,-18.02,72.9,53,1
2024-01-07 08:00:00,CELL_004,macro,eMBB,556.44,10.437,0.9062,1,-120.0,-5.83,89.3,41,1
2024-01-07 09:00:00,CELL_004,macro,eMBB,660.05,10.327,0.7411,4,-83.6,-7.95,43.6,37,1
2024-01-07 10:00:00,CELL_004,macro,eMBB,950.67,3.82,0.0305,3,-109.8,-3.0,92.2,63,1
2024-01-07 11:00:00,CELL_004,macro,eMBB,889.03,5.273,0.6063,4,-90.5,-5.88,77.3,66,1
2024-01-07 12:00:00,CELL_004,macro,eMBB,929.71,8.291,0.2103,3,-100.3,-14.68,100.0,56,1
2024-01-07 13:00:00,CELL_004,macro,eMBB,946.2,9.76,0.3572,6,-91.9,-14.44,77.0,52,1
2024-01-07 14:00:00,CELL_004,macro,eMBB,920.67,7.332,0.257,6,-104.6,-9.9,64.8,50,1
2024-01-07 15:00:00,CELL_004,macro,eMBB,1052.3,8.449,0.0923,2,-70.0,-10.84,83.8,57,1
2024-01-07 16:00:00,CELL_004,macro,eMBB,844.1,7.053,2.5948,2,-77.9,-5.22,72.5,49,0
2024-01-07 17:00:00,CELL_004,macro,eMBB,560.64,12.115,0.5789,4,-86.7,-14.64,66.2,48,1
2024-01-07 18:00:00,CELL_004,macro,eMBB,870.49,9.764,0.7453,3,-70.0,-14.46,83.8,50,1
2024-01-07 19:00:00,CELL_004,macro,eMBB,811.83,11.148,0.1029,1,-82.5,-12.19,39.1,39,1
2024-01-07 20:00:00,CELL_004,macro,eMBB,552.29,9.756,0.4777,3,-79.6,-19.6,70.3,39,1
2024-01-07 21:00:00,CELL_004,macro,eMBB,943.31,10.335,0.3212,7,-107.2,-7.64,69.9,55,1
2024-01-07 22:00:00,CELL_004,macro,eMBB,702.45,7.13,0.9842,3,-117.5,-19.18,82.0,51,1
2024-01-07 23:00:00,CELL_004,macro,eMBB,668.41,10.433,0.1627,4,-120.0,-20.0,45.3,34,1
2024-01-08 00:00:00,CELL_004,macro,eMBB,879.37,7.964,0.7285,3,-98.3,-14.75,60.8,32,1
2024-01-08 01:00:00,CELL_004,macro,eMBB,975.43,4.153,0.0627,2,-119.3,-14.61,83.2,58,1
2024-01-08 02:00:00,CELL_004,macro,eMBB,710.73,7.859,0.1284,3,-116.2,-8.62,74.6,36,1
2024-01-08 03:00:00,CELL_004,macro,eMBB,686.54,10.928,1.9,3,-70.0,-10.97,66.1,34,1
2024-01-08 04:00:00,CELL_004,macro,eMBB,1028.46,3.521,0.7972,5,-106.0,-8.1,99.8,69,1
2024-01-08 05:00:00,CELL_004,macro,eMBB,696.64,10.363,0.1501,3,-85.3,-15.98,68.6,44,1
2024-01-08 06:00:00,CELL_004,macro,eMBB,1190.3,9.499,0.5227,2,-119.8,-9.38,71.4,65,1
2024-01-08 07:00:00,CELL_004,macro,eMBB,968.2,8.176,0.2874,5,-98.1,-8.03,79.4,61,1
2024-01-08 08:00:00,CELL_004,macro,eMBB,1076.61,6.54,0.4312,4,-106.0,-12.21,69.0,59,1
2024-01-08 09:00:00,CELL_004,macro,eMBB,564.41,9.406,0.4959,1,-94.3,-11.86,61.3,42,1
2024-01-08 10:00:00,CELL_004,macro,eMBB,1080.07,5.798,0.0534,3,-109.0,-13.4,73.3,57,1
2024-01-08 11:00:00,CELL_004,macro,eMBB,809.13,11.75,0.6714,3,-99.9,-20.0,59.9,39,1
2024-01-08 12:00:00,CELL_004,macro,eMBB,743.46,6.166,0.5083,4,-100.1,-6.0,67.4,49,1
2024-01-08 13:00:00,CELL_004,macro,eMBB,1084.73,9.487,0.0131,2,-101.7,-12.43,91.1,51,1
2024-01-08 14:00:00,CELL_004,macro,eMBB,740.48,12.442,0.1204,2,-106.1,-10.81,67.5,62,1
2024-01-08 15:00:00,CELL_004,macro,eMBB,931.82,5.923,0.3589,3,-96.1,-9.75,96.4,61,1
2024-01-08 16:00:00,CELL_004,macro,eMBB,693.58,10.498,1.8135,0,-82.9,-9.09,61.7,44,1
2024-01-08 17:00:00,CELL_004,macro,eMBB,784.52,8.473,0.0313,1,-100.9,-14.1,67.2,37,1
2024-01-08 18:00:00,CELL_004,macro,eMBB,887.32,8.254,0.3148,2,-120.0,-16.94,62.4,42,1
2024-01-08 19:00:00,CELL_004,macro,eMBB,1037.07,9.388,1.1636,3,-72.7,-9.18,77.5,58,1
2024-01-08 20:00:00,CELL_004,macro,eMBB,463.68,12.845,0.1037,1,-107.0,-8.14,53.5,34,1
2024-01-08 21:00:00,CELL_004,macro,eMBB,810.64,7.006,0.4049,1,-91.3,-16.22,71.8,39,1
2024-01-08 22:00:00,CELL_004,macro,eMBB,866.84,7.79,0.0389,5,-97.5,-10.12,61.2,51,1
2024-01-08 23:00:00,CELL_004,macro,eMBB,941.41,6.012,0.6351,2,-120.0,-17.27,79.3,45,1
2024-01-09 00:00:00,CELL_004,macro,eMBB,809.65,9.041,0.8263,3,-98.7,-12.09,82.8,39,1
2024-01-09 01:00:00,CELL_004,macro,eMBB,841.98,8.959,0.1848,5,-90.1,-9.38,58.2,47,1
2024-01-09 02:00:00,CELL_004,macro,eMBB,700.36,11.515,0.0308,4,-82.3,-10.56,89.0,48,1
2024-01-09 03:00:00,CELL_004,macro,eMBB,887.07,8.911,1.2032,4,-90.2,-7.28,77.6,38,1
2024-01-09 04:00:00,CELL_004,macro,eMBB,826.87,9.515,0.2598,2,-108.2,-16.11,84.1,55,1
2024-01-09 05:00:00,CELL_004,macro,eMBB,1182.56,2.442,0.9484,2,-97.6,-10.4,100.0,62,1
2024-01-09 06:00:00,CELL_004,macro,eMBB,526.17,10.864,0.5521,1,-81.8,-13.83,43.7,35,1
2024-01-09 07:00:00,CELL_004,macro,eMBB,923.81,7.455,0.4138,6,-104.9,-3.0,77.8,52,1
2024-01-09 08:00:00,CELL_004,macro,eMBB,518.85,8.796,0.2107,3,-90.6,-12.28,67.8,30,1
2024-01-09 09:00:00,CELL_004,macro,eMBB,909.55,7.193,0.1867,3,-100.9,-12.13,99.2,61,1
2024-01-09 10:00:00,CELL_004,macro,eMBB,848.32,6.036,1.2405,6,-102.8,-15.0,99.0,51,1
2024-01-09 11:00:00,CELL_004,macro,eMBB,771.84,9.573,0.8094,1,-115.5,-11.85,68.3,41,1
2024-01-09 12:00:00,CELL_004,macro,eMBB,819.44,9.354,0.6201,2,-88.4,-13.27,57.9,37,1
2024-01-09 13:00:00,CELL_004,macro,eMBB,700.95,7.953,0.514,1,-119.0,-13.78,91.9,45,1
2024-01-09 14:00:00,CELL_004,macro,eMBB,617.48,12.798,1.2838,3,-70.0,-10.44,60.8,38,1
2024-01-09 15:00:00,CELL_004,macro,eMBB,618.1,9.676,0.2594,2,-95.1,-16.25,73.3,39,1
2024-01-09 16:00:00,CELL_004,macro,eMBB,716.68,8.859,0.7346,6,-85.3,-15.19,44.0,27,1
2024-01-09 17:00:00,CELL_004,macro,eMBB,790.51,5.701,0.1234,6,-109.1,-6.43,76.3,52,1
2024-01-09 18:00:00,CELL_004,macro,eMBB,979.46,8.12,1.3287,1,-87.2,-18.97,58.7,43,1
2024-01-09 19:00:00,CELL_004,macro,eMBB,897.86,9.198,0.8159,4,-108.7,-6.2,77.4,52,1
2024-01-09 20:00:00,CELL_004,macro,eMBB,841.98,8.736,0.0146,4,-82.5,-19.26,67.5,48,1
2024-01-09 21:00:00,CELL_004,macro,eMBB,639.71,13.103,0.8475,3,-77.3,-10.6,37.2,52,1
2024-01-09 22:00:00,CELL_004,macro,eMBB,685.6,8.989,0.0809,4,-84.1,-13.0,49.5,42,1
2024-01-09 23:00:00,CELL_004,macro,eMBB,908.58,11.249,1.7298,3,-97.0,-12.53,90.0,48,1
2024-01-10 00:00:00,CELL_004,macro,eMBB,705.16,12.516,0.3943,4,-91.9,-12.37,77.3,43,1
2024-01-10 01:00:00,CELL_004,macro,eMBB,529.88,6.644,0.026,4,-99.1,-3.0,58.2,40,1
2024-01-10 02:00:00,CELL_004,macro,eMBB,816.27,4.652,0.236,3,-94.9,-20.0,83.1,57,1
2024-01-10 03:00:00,CELL_004,macro,eMBB,569.61,9.779,1.0495,3,-86.2,-12.32,72.8,45,1
2024-01-10 04:00:00,CELL_004,macro,eMBB,1238.31,6.259,0.7635,2,-97.0,-16.66,83.2,55,1
2024-01-10 05:00:00,CELL_004,macro,eMBB,1076.89,7.174,0.6802,3,-101.4,-4.56,86.9,41,1
2024-01-10 06:00:00,CELL_004,macro,eMBB,903.85,10.19,0.2657,9,-106.6,-16.4,78.9,46,1
2024-01-10 07:00:00,CELL_004,macro,eMBB,780.15,8.41,0.0257,4,-81.2,-6.73,68.5,43,1
2024-01-10 08:00:00,CELL_004,macro,eMBB,843.94,5.575,0.8463,4,-89.7,-18.45,84.8,52,1
2024-01-10 09:00:00,CELL_004,macro,eMBB,610.04,10.659,0.2938,3,-100.6,-7.36,69.4,51,1
2024-01-10 10:00:00,CELL_004,macro,eMBB,949.84,5.863,2.1567,0,-79.9,-3.98,71.5,47,0
2024-01-10 11:00:00,CELL_004,macro,eMBB,886.8,8.891,0.2535,2,-107.5,-18.63,66.6,49,1
2024-01-10 12:00:00,CELL_004,macro,eMBB,1171.67,6.139,0.075,1,-107.0,-17.41,91.6,58,1
2024-01-10 13:00:00,CELL_004,macro,eMBB,812.78,8.99,0.3645,3,-94.5,-12.46,76.8,57,1
2024-01-10 14:00:00,CELL_004,macro,eMBB,582.18,6.286,0.0864,4,-92.2,-14.84,54.1,32,1
2024-01-10 15:00:00,CELL_004,macro,eMBB,1037.51,2.927,2.0765,1,-70.0,-11.33,67.3,59,0
2024-01-10 16:00:00,CELL_004,macro,eMBB,950.77,7.546,0.7167,3,-103.3,-8.51,69.6,42,1
2024-01-10 17:00:00,CELL_004,macro,eMBB,668.26,10.382,0.7955,3,-70.0,-18.41,61.0,41,1
2024-01-10 18:00:00,CELL_004,macro,eMBB,800.65,6.715,1.4505,1,-96.6,-13.65,93.6,40,1
2024-01-10 19:00:00,CELL_004,macro,eMBB,710.75,6.367,1.5565,0,-95.7,-18.96,67.7,41,1
2024-01-10 20:00:00,CELL_004,macro,eMBB,552.77,9.876,0.2297,3,-85.2,-10.23,33.3,31,1
2024-01-10 21:00:00,CELL_004,macro,eMBB,895.57,7.25,0.1371,2,-101.7,-11.96,100.0,40,1
2024-01-10 22:00:00,CELL_004,macro,eMBB,865.14,11.09,0.7009,1,-96.8,-18.59,78.0,53,1
2024-01-10 23:00:00,CELL_004,macro,eMBB,781.14,11.166,0.6283,2,-71.6,-7.15,74.4,43,1
2024-01-11 00:00:00,CELL_004,macro,eMBB,1024.0,4.855,0.1031,3,-94.8,-8.67,90.5,48,1
2024-01-11 01:00:00,CELL_004,macro,eMBB,928.53,6.55,0.2628,3,-84.7,-13.16,85.8,52,1
2024-01-11 02:00:00,CELL_004,macro,eMBB,836.95,4.297,0.3338,0,-97.5,-4.32,62.7,52,1
2024-01-11 03:00:00,CELL_004,macro,eMBB,855.57,7.245,0.0346,1,-104.5,-8.54,61.0,42,1
2024-01-11 04:00:00,CELL_004,macro,eMBB,1111.46,3.547,0.2094,4,-89.0,-13.23,94.8,56,1
2024-01-11 05:00:00,CELL_004,macro,eMBB,1150.45,9.406,1.0076,4,-93.0,-3.0,81.2,62,1
2024-01-11 06:00:00,CELL_004,macro,eMBB,701.69,10.538,0.2462,6,-78.7,-4.0,62.5,25,1
2024-01-11 07:00:00,CELL_004,macro,eMBB,1053.35,4.693,2.3942,7,-110.0,-7.33,84.6,45,0
2024-01-11 08:00:00,CELL_004,macro,eMBB,771.97,4.376,0.0007,4,-79.4,-9.46,77.2,33,1
2024-01-11 09:00:00,CELL_004,macro,eMBB,971.17,2.506,0.4071,2,-94.8,-9.26,64.9,53,1
2024-01-01 00:00:00,CELL_005,macro,eMBB,1066.31,6.237,1.1717,4,-107.3,-17.68,69.7,59,1
2024-01-01 01:00:00,CELL_005,macro,eMBB,879.86,7.401,0.0745,3,-87.7,-11.21,100.0,48,1
2024-01-01 02:00:00,CELL_005,macro,eMBB,660.98,8.226,0.054,2,-95.8,-14.87,81.6,49,1
2024-01-01 03:00:00,CELL_005,macro,eMBB,837.47,8.555,0.654,6,-120.0,-11.7,58.2,61,1
2024-01-01 04:00:00,CELL_005,macro,eMBB,808.53,6.262,0.1249,3,-120.0,-18.39,53.4,39,1
2024-01-01 05:00:00,CELL_005,macro,eMBB,754.51,9.205,0.1569,1,-80.7,-18.68,83.9,58,1
2024-01-01 06:00:00,CELL_005,macro,eMBB,840.8,8.484,0.3076,3,-95.2,-11.5,76.2,53,1
2024-01-01 07:00:00,CELL_005,macro,eMBB,1140.77,10.023,0.2686,3,-105.2,-7.45,81.9,45,1
2024-01-01 08:00:00,CELL_005,macro,eMBB,720.62,10.116,0.0826,4,-91.1,-14.94,58.9,50,1
2024-01-01 09:00:00,CELL_005,macro,eMBB,942.41,9.815,0.9668,2,-93.8,-3.0,78.2,53,1
2024-01-01 10:00:00,CELL_005,macro,eMBB,748.73,8.907,0.1077,4,-120.0,-3.0,46.4,37,1
2024-01-01 11:00:00,CELL_005,macro,eMBB,905.4,8.206,0.2522,4,-103.5,-19.15,81.5,49,1
2024-01-01 12:00:00,CELL_005,macro,eMBB,941.01,10.167,0.302,8,-70.0,-20.0,79.4,49,1
2024-01-01 13:00:00,CELL_005,macro,eMBB,831.33,6.837,0.6946,4,-113.2,-12.05,54.6,34,1
2024-01-01 14:00:00,CELL_005,macro,eMBB,535.09,9.289,0.9859,4,-76.9,-10.07,61.0,44,1
2024-01-01 15:00:00,CELL_005,macro,eMBB,818.65,10.402,0.0225,3,-82.8,-4.01,65.6,37,1
2024-01-01 16:00:00,CELL_005,macro,eMBB,407.96,10.43,0.2168,6,-117.6,-16.99,68.0,31,1
2024-01-01 17:00:00,CELL_005,macro,eMBB,687.24,13.167,0.1528,4,-84.7,-9.08,48.5,38,1
2024-01-01 18:00:00,CELL_005,macro,eMBB,681.3,11.594,0.1365,4,-120.0,-17.49,64.5,35,1
2024-01-01 19:00:00,CELL_005,macro,eMBB,722.66,13.969,0.0961,2,-102.8,-8.62,44.8,25,1
2024-01-01 20:00:00,CELL_005,macro,eMBB,465.16,11.391,0.1426,4,-115.5,-14.5,47.8,35,1
2024-01-01 21:00:00,CELL_005,macro,eMBB,579.3,11.762,0.0787,2,-91.7,-12.21,40.0,26,1
2024-01-01 22:00:00,CELL_005,macro,eMBB,549.67,13.247,0.0583,5,-94.8,-14.2,35.6,35,1
2024-01-01 23:00:00,CELL_005,macro,eMBB,629.33,8.907,0.4447,1,-96.0,-16.87,76.5,32,1
2024-01-02 00:00:00,CELL_005,macro,eMBB,724.37,6.789,0.4856,5,-88.4,-16.62,90.5,39,1
2024-01-02 01:00:00,CELL_005,macro,eMBB,778.27,7.687,0.447,1,-81.4,-12.4,69.8,50,1
2024-01-02 02:00:00,CELL_005,macro,eMBB,624.26,10.983,0.0953,3,-90.8,-19.47,73.3,41,1
2024-01-02 03:00:00,CELL_005,macro,eMBB,535.29,12.928,0.6029,3,-95.8,-16.16,63.7,33,1
2024-01-02 04:00:00,CELL_005,macro,eMBB,671.53,7.091,0.6225,3,-120.0,-17.51,52.4,50,1
2024-01-02 05:00:00,CELL_005,macro,eMBB,886.48,8.109,0.539,3,-95.7,-8.26,85.9,49,1
2024-01-02 06:00:00,CELL_005,macro,eMBB,1104.02,8.28,0.4431,0,-113.7,-13.53,85.2,51,1
2024-01-02 07:00:00,CELL_005,macro,eMBB,822.42,8.874,0.5125,2,-120.0,-10.03,85.2,35,1
2024-01-02 08:00:00,CELL_005,macro,eMBB,618.22,7.104,0.3087,1,-98.4,-13.79,80.1,50,1
2024-01-02 09:00:00,CELL_005,macro,eMBB,608.68,8.535,0.182,4,-80.0,-9.9,59.8,35,1
2024-01-02 10:00:00,CELL_005,macro,eMBB,892.61,9.149,0.0315,3,-83.1,-17.61,60.6,40,1
2024-01-02 11:00:00,CELL_005,macro,eMBB,1058.57,3.474,0.5329,4,-109.2,-15.44,77.0,48,1
2024-01-02 12:00:00,CELL_005,macro,eMBB,717.88,10.501,0.1196,2,-97.3,-8.98,51.4,42,1
2024-01-02 13:00:00,CELL_005,macro,eMBB,711.74,9.156,0.1421,2,-87.8,-13.41,79.7,41,1
2024-01-02 14:00:00,CELL_005,macro,eMBB,999.71,5.235,0.3528,3,-83.9,-8.13,99.6,62,1
2024-01-02 15:00:00,CELL_005,macro,eMBB,939.59,10.93,0.1477,2,-87.7,-17.49,75.9,54,1
2024-01-02 16:00:00,CELL_005,macro,eMBB,508.74,8.888,0.3774,2,-98.7,-3.41,59.2,41,1
2024-01-02 17:00:00,CELL_005,macro,eMBB,598.52,5.64,0.2206,3,-100.4,-12.17,69.2,46,1
2024-01-02 18:00:00,CELL_005,macro,eMBB,694.43,6.386,0.2839,3,-91.7,-13.23,85.0,49,1
2024-01-02 19:00:00,CELL_005,macro,eMBB,593.46,13.551,0.5381,2,-107.3,-10.64,45.6,29,1
2024-01-02 20:00:00,CELL_005,macro,eMBB,623.98,10.975,1.0994,2,-91.8,-7.18,48.6,24,1
2024-01-02 21:00:00,CELL_005,macro,eMBB,767.38,11.788,0.6028,2,-103.2,-11.46,75.3,29,1
2024-01-02 22:00:00,CELL_005,macro,eMBB,1022.29,7.272,0.7639,3,-102.2,-11.99,89.5,43,1
2024-01-02 23:00:00,CELL_005,macro,eMBB,871.34,7.743,0.4072,0,-120.0,-8.16,65.2,54,1
2024-01-03 00:00:00,CELL_005,macro,eMBB,687.7,5.826,0.0505,3,-116.9,-9.79,63.0,45,1
2024-01-03 01:00:00,CELL_005,macro,eMBB,1018.93,8.996,0.2992,1,-107.9,-3.92,82.2,42,1
2024-01-03 02:00:00,CELL_005,macro,eMBB,949.86,4.311,0.683,2,-99.8,-19.74,80.9,56,1
2024-01-03 03:00:00,CELL_005,macro,eMBB,1108.93,3.72,0.1186,4,-97.2,-11.78,67.4,59,1
2024-01-03 04:00:00,CELL_005,macro,eMBB,701.81,11.042,0.491,2,-70.0,-18.27,80.0,45,1
2024-01-03 05:00:00,CELL_005,macro,eMBB,1214.42,3.785,0.0359,5,-82.8,-6.35,89.7,56,1
2024-01-03 06:00:00,CELL_005,macro,eMBB,937.33,9.778,2.256,1,-84.1,-13.8,69.7,41,0
2024-01-03 07:00:00,CELL_005,macro,eMBB,917.83,1.66,0.0978,2,-113.0,-13.22,89.5,77,1
2024-01-03 08:00:00,CELL_005,macro,eMBB,784.27,5.198,0.5656,5,-70.0,-10.85,80.3,63,1
2024-01-03 09:00:00,CELL_005,macro,eMBB,572.24,7.944,0.056,2,-86.9,-12.96,75.9,40,1
2024-01-03 10:00:00,CELL_005,macro,eMBB,781.77,12.748,0.1072,2,-76.1,-8.69,81.9,37,1
2024-01-03 11:00:00,CELL_005,macro,eMBB,618.2,8.934,0.1403,2,-82.2,-13.84,67.6,35,1
2024-01-03 12:00:00,CELL_005,macro,eMBB,658.2,9.94,0.5395,2,-81.7,-5.93,56.6,43,1
2024-01-03 13:00:00,CELL_005,macro,eMBB,589.41,11.098,0.1095,0,-101.1,-20.0,59.1,38,1
2024-01-03 14:00:00,CELL_005,macro,eMBB,634.92,8.275,0.362,3,-107.5,-12.58,53.8,45,1
2024-01-03 15:00:00,CELL_005,macro,eMBB,764.36,8.946,1.2401,3,-110.0,-12.01,56.4,38,1
2024-01-03 16:00:00,CELL_005,macro,eMBB,519.87,8.006,0.414,5,-107.6,-11.29,70.2,34,1
2024-01-03 17:00:00,CELL_005,macro,eMBB,502.56,7.177,1.1003,5,-86.6,-20.0,69.9,39,1
2024-01-03 18:00:00,CELL_005,macro,eMBB,763.07,10.692,0.1204,3,-72.0,-11.09,75.5,42,1
2024-01-03 19:00:00,CELL_005,macro,eMBB,665.35,9.03,0.5357,0,-87.6,-8.72,63.4,47,1
2024-01-03 20:00:00,CELL_005,macro,eMBB,683.36,11.854,0.4179,3,-108.9,-20.0,61.6,39,1
2024-01-03 21:00:00,CELL_005,macro,eMBB,782.81,7.915,0.0592,2,-91.0,-14.49,70.0,54,1
2024-01-03 22:00:00,CELL_005,macro,eMBB,765.04,8.214,0.4959,6,-93.7,-6.87,82.5,65,1
2024-01-03 23:00:00,CELL_005,macro,eMBB,749.6,10.553,0.1474,4,-70.0,-8.58,61.3,34,1
2024-01-04 00:00:00,CELL_005,macro,eMBB,491.14,11.527,0.1585,3,-76.3,-4.75,15.9,33,1
2024-01-04 01:00:00,CELL_005,macro,eMBB,1055.33,4.931,0.2896,4,-110.8,-8.75,98.4,53,1
2024-01-04 02:00:00,CELL_005,macro,eMBB,679.32,10.553,0.2281,2,-96.2,-18.39,64.9,49,1
